,Client Numbers,Client Names
1126,6316891444,EMPIRE CARDIAC MONITORING LLC
1127,2125995030,EMPIRE CARDIAC MONITORING LLC
1128,7183594921,EMPIRE CARDIAC MONITORING LLC
1129,51699-700 ,EMPIRE CARDIAC MONITORING LLC
1130,71859-921 ,EMPIRE CARDIAC MONITORING LLC
1131,51681-866 ,EMPIRE CARDIAC MONITORING LLC
1132,63146-454 ,EMPIRE CARDIAC MONITORING LLC
1133,91423-888 ,EMPIRE CARDIAC MONITORING LLC
1134,21272-068 ,EMPIRE CARDIAC MONITORING LLC
1135,51672-001 ,EMPIRE CARDIAC MONITORING LLC
1136,63150-580 ,EMPIRE CARDIAC MONITORING LLC
1137,51672-200 ,EMPIRE CARDIAC MONITORING LLC
1138,71832-100 ,EMPIRE CARDIAC MONITORING LLC
1139,51625-439 ,EMPIRE CARDIAC MONITORING LLC
1140,51676-742 ,EMPIRE CARDIAC MONITORING LLC
1141,51625-716 ,EMPIRE CARDIAC MONITORING LLC
1142,20169-555 ,EMPIRE CARDIAC MONITORING LLC
1143,51675-904 ,EMPIRE CARDIAC MONITORING LLC
1144,51681-801 ,EMPIRE CARDIAC MONITORING LLC
1145,51626-200 ,EMPIRE CARDIAC MONITORING LLC
1146,63122-377 ,EMPIRE CARDIAC MONITORING LLC
1147,51655-855 ,EMPIRE CARDIAC MONITORING LLC
1148,51669-838 ,EMPIRE CARDIAC MONITORING LLC
1149,51688-595 ,EMPIRE CARDIAC MONITORING LLC
1150,7187885588,EMPIRE CARDIAC MONITORING LLC
1151,7187563939,EMPIRE CARDIAC MONITORING LLC
1152,5167645455,EMPIRE CARDIAC MONITORING LLC
1153,7183470434,EMPIRE CARDIAC MONITORING LLC
1154,7187803000,EMPIRE CARDIAC MONITORING LLC
1155,7186263338,EMPIRE CARDIAC MONITORING LLC
1156,5163079617,EMPIRE CARDIAC MONITORING LLC
1157,7189879888,EMPIRE CARDIAC MONITORING LLC
1158,6463392180,EMPIRE CARDIAC MONITORING LLC
1159,5166815801,EMPIRE CARDIAC MONITORING LLC
1160,8452255273,EMPIRE CARDIAC MONITORING LLC
1161,7182792743,EMPIRE CARDIAC MONITORING LLC
1162,5167313300,EMPIRE CARDIAC MONITORING LLC
1163,7185208811,EMPIRE CARDIAC MONITORING LLC
1164,5167672576,EMPIRE CARDIAC MONITORING LLC
1165,7182914111,EMPIRE CARDIAC MONITORING LLC
1166,5163527348,EMPIRE CARDIAC MONITORING LLC
1167,3478896640,EMPIRE CARDIAC MONITORING LLC
1168,5163545600,EMPIRE CARDIAC MONITORING LLC
1169,5164891284,EMPIRE CARDIAC MONITORING LLC
1170,5168269000,EMPIRE CARDIAC MONITORING LLC
1171,5168254070,EMPIRE CARDIAC MONITORING LLC
1172,6463310162,EMPIRE CARDIAC MONITORING LLC
1173,9173593937,EMPIRE CARDIAC MONITORING LLC
1174,6316767656,EMPIRE CARDIAC MONITORING LLC
1175,6315863388,EMPIRE CARDIAC MONITORING LLC
1176,7188354199,EMPIRE CARDIAC MONITORING LLC
1177,7183385658,EMPIRE CARDIAC MONITORING LLC
1178,7186574000,EMPIRE CARDIAC MONITORING LLC
1179,6466263033,EMPIRE CARDIAC MONITORING LLC
1180,5162562017,EMPIRE CARDIAC MONITORING LLC
1181,6313079738,EMPIRE CARDIAC MONITORING LLC
1182,5164422044,EMPIRE CARDIAC MONITORING LLC
1183,5167992700,EMPIRE CARDIAC MONITORING LLC
1184,6313207503,EMPIRE CARDIAC MONITORING LLC
1185,5165362221,EMPIRE CARDIAC MONITORING LLC
1186,2127819223,EMPIRE CARDIAC MONITORING LLC
1187,5167646610,EMPIRE CARDIAC MONITORING LLC
1188,5168624900,Empire State Interventional & Endovasc. Medicine PC
1189,5168624900,Empire Vascular LLC
1190,2013373300,Empire Vascular LLC
1191,2126759332,Endocrine Associates of West Village
1192,6467785550,Endocrine Associates of West Village
1193,7187045376,Endocrine Associates of West Village
1194,2122637300,Endocrine Associates of West Village
1195,2123125110,Endocrine Associates of West Village
1196,7189321000,Endocrine Associates of West Village
1197,2124202806,Endocrine Associates of West Village
1198,7187485219,Endoscopic Diagnostic and Treatment Center
1199,3214542363,Endovascular Associates of Florida Inc
1200,3217231321,Endovascular Associates of Florida Inc
1201,3058916850,Endovascular Associates of Florida Inc
1202,2127583939,"Enhanced Chiropractic Solutions, PLLC"
1203,2127589393,"Enhanced Chiropractic Solutions, PLLC"
1204,8143718569,ERIC C LUNDGREN MD
1205,8143712200,ERIC C LUNDGREN MD
1206,9084583928,"Eric Kolodin, DPM"
1207,9088895500,"Eric Kolodin, DPM"
1208,8144516700,Erie County Department of Health
1209,8147226062,"Erie Osteopathic Medicine, LLC"
1210,9174998496,Essential OT PC SLP Psychology Services LLC
1211,3362948383,"Eugene A. Lewis, D.C., M.P.H."
1212,8655312151,"Evelyn Sevilla, MD"
1213,6786435580,Evolve Medical Care Clinic 
1214,9084288001,"EXCEL SPINAL HEALTH & REHAB, LLC"
1215,3367489028,"Exchange Club Center for the Prevention of Child Abuse of North Carolina, I"
1216,7182767935,Expert Medical Services
1217,2127583939,F Alario Physician P.C.
1218,3603933308,Fairhaven Behavioral Health & Wellness
1219,2147429550,Fairmount Center PA
1220,7703812230,Faith J Wright Psychotherapist Inc
1221,8703070264,Falwell Family Medicine
1222,9317832900,Falwell Medical Services
1223,9317832805,Falwell Medical Services
1224,7342062888,Family Care Psychiatry
1225,6104853090,FAMILY CHIROPRACTIC CTR
1226,3024795129,FAMILY CHIROPRACTIC CTR
1227,7187935511,"Family Footcare and Surgery, PLLC"
1228,7315843330,"Family Health Care of Camden, Inc."
1229,7247633251,FAMILY MEDICAL CARE ASSOCIATES
1230,7245438500,FAMILY MEDICAL CARE ASSOCIATES
1231,7245482222,FAMILY MEDICAL CARE ASSOCIATES
1232,7245451564,FAMILY MEDICAL CARE ASSOCIATES
1233,6316679440,FAMILY MEDICAL CARE OF BABYLON
1234,9703523274,Family Medical Practice
1235,9703040010,Family Medical Practice
1236,9703882288,Family Medical Practice
1237,9174097575,Family Medicine NYC
1238,8477767800,"Family Practice Center of Palatine, S.C"
1239,6304991900,"Family Practice Center of Palatine, S.C"
1240,4126534900,FAMILY PROFESSIONAL CENTER
1241,9705842100,Family Walk In Clinic
1242,9703040010,Family Walk In Clinic
1243,7244640400,Fanella Chiropractic Clinic
1244,3045741617,Fayette County Health Department
1245,6028482328,FEED Corporation
1246,9734782212,"FERRARO SPINE AND REHABILITATION, PC"
1247,7325285533,"FERRARO SPINE AND REHABILITATION, PC"
1248,8775018505,"FERRARO SPINE AND REHABILITATION, PC"
1249,3175675045,Fishers Health Department
1250,3175370500,Fishers Health Department
1251,8189940616,Fit Heart MD
1252,8187822222,Fit Heart MD
1253,3234622271,Fit Heart MD
1254,8187872222,Fit Heart MD
1255,8188858500,Fit Heart MD
1256,8183658051,Fit Heart MD
1257,2139896100,Fit Heart MD
1258,8188810800,Fit Heart MD
1259,8188431771,Fit Heart MD
1260,8187860020,Fit Heart MD
1261,8188990251,Fit Heart MD
1262,8183614455,Fit Heart MD
1263,8183671033,Fit Heart MD
1264,8188817414,Fit Heart MD
1265,8188999545,Fit Heart MD
1266,8188433141,Fit Heart MD
1267,8183868599,Fit Heart MD
1268,8188942000,Fit Heart MD
1269,8188947006,Fit Heart MD
1270,8187873400,Fit Heart MD
1271,8666539337,Fit Heart MD
1272,8187863470,Fit Heart MD
1273,8187636275,Fit Heart MD
1274,8188928665,Fit Heart MD
1275,8324092244,Five Star Health Care Managers PLLC
1276,7133591000,Five Star Health Care Managers PLLC
1277,2819844550,Five Star Health Care Managers PLLC
1278,3525059355,FL MEDICAL & ALLERGY CENTERS LLC
1279,9548523831,FLORIDA VASCULAR SPECIALISTS
1280,9415002088,Foot & Ankle Center of Florida LLC
1281,9416291181,Foot & Ankle Center of Florida LLC
1282,9146373128,Foot & Ankle Center of Florida LLC
1283,9417664125,Foot & Ankle Center of Florida LLC
1284,9416373128,Foot & Ankle Center of Florida LLC
1285,9416294417,Foot & Ankle Center of Florida LLC
1286,9412052620,Foot & Ankle Center of Florida LLC
1287,9416372474,Foot & Ankle Center of Florida LLC
1288,9416297466,Foot & Ankle Center of Florida LLC
1289,9412555855,Foot & Ankle Center of Florida LLC
1290,9416253200,Foot & Ankle Center of Florida LLC
1291,2392630200,Foot & Ankle Management Group
1292,2395910381,Foot & Ankle Management Group
1293,2393948600,Foot & Ankle Management Group
1294,2394635000,Foot & Ankle Management Group
1295,2393484000,Foot & Ankle Management Group
1296,2393546000,Foot & Ankle Management Group
1297,2395962557,Foot & Ankle Management Group
1298,2395291852,Foot & Ankle Management Group
1299,5042272749,FOOT CLINIC
1300,5046560068,FOOT CLINIC
1301,5048957755,FOOT CLINIC
1302,5043611202,FOOT CLINIC
1303,5048272702,FOOT CLINIC
1304,5043675640,FOOT CLINIC
1305,8282876100,Foothills Health District
1306,8286526811,Foothills Health District
1307,8288948271,Foothills Health District
1308,8283951662,Foothills Health District
1309,2283636623,FOREVER YOUNG MENS HEALTH CLINIC PLLC
1310,3367033100,Forsyth County Department of Public Health 
1311,2813426414,Fort Bend County Clinical Health Services
1312,2814038091,Fort Bend County Clinical Health Services
1313,2813418670,Fort Bend County Clinical Health Services
1314,4127047941,FORT COUCH EYE CARE ASSOCIATES
1315,8173326667,Fort Worth Perinatal Associates
1316,8179227592,Fort Worth Perinatal Associates
1317,8176391000,Fort Worth Perinatal Associates
1318,8174335000,Fort Worth Perinatal Associates
1319,6304991900,Fox Valley Urgent Care Inc
1320,4177087010,Freedom Health Systems
1321,4172215900,Freedom Health Systems
1322,7192767450,Fremont County Department of Public Health & Environment
1323,5402652087,Friendship Physician Clinic Inc
1324,5402652185,Friendship Physician Clinic Inc
1325,5407778300,Friendship Physician Clinic Inc
1326,5403805500,Friendship Physician Clinic Inc
1327,4784769642,GA Pain Institute
1328,7704580450,"GA PSYCHIATRIC SERVICES, LLC"
1329,7045666332,GAFFNEY HEALTH SERVICES
1330,4194681075,Galion City Health Department
1331,2814804740,"Galleria Pain Physicians, PLLC"
1332,2819913002,"Galleria Pain Physicians, PLLC"
1333,2813322433,"Galleria Pain Physicians, PLLC"
1334,2816469252,"Galleria Pain Physicians, PLLC"
1335,2816039200,"Galleria Pain Physicians, PLLC"
1336,8637636427,Garcia and Garcia M.Ds P.A
1337,8637632151,Garcia and Garcia M.Ds P.A
1338,5162221033,Garden City Obstetrics and Gynecology
1339,5166630333,Garden City Obstetrics and Gynecology
1340,5162222323,Garden City Obstetrics and Gynecology
1341,7329351000,"Garden State Spine & Pain Institute, LLC"
1342,9709456614,Garfield County Public Health
1343,9706255200,Garfield County Public Health
1344,2127229196,"Gary L. Mucciolo, MD"
1345,8436815077,Gavin Orthopaedics LLC.
1346,8436816122,Gavin Orthopaedics LLC.
1347,8436825050,Gavin Orthopaedics LLC.
1348,8437058804,Gavin Orthopaedics LLC.
1349,8436452669,Gavin Orthopaedics LLC.
1350,7326713535,"GENERATIONS PHYSICAL MEDICINE, LLC"
1351,8775018505,"GENERATIONS PHYSICAL MEDICINE, LLC"
1352,7178386373,GENESIS CHIROPRACTIC
1353,5852435109,Genesis Internal Medicine
1354,5853356001,Genesis Internal Medicine
1355,5854685101,Genesis Internal Medicine
1356,5852437200,Genesis Internal Medicine
1357,2126449100,Genesis Medical Diagnostics 
1358,8565822112,"Genova Chiropractic Center, P.C."
1359,9547716047,"George P. Azar Jr, MD/PA"
1360,9547768500,"George P. Azar Jr, MD/PA"
1361,9547718000,"George P. Azar Jr, MD/PA"
1362,9547648900,"George P. Azar Jr, MD/PA"
1363,9549437638,"George P. Azar Jr, MD/PA"
1364,9548474315,"George P. Azar Jr, MD/PA"
1365,9549418300,"George P. Azar Jr, MD/PA"
1366,4079007246,"Get In Line, Inc / d/b/a Momentum Medical"
1367,8139007246,"Get In Line, Inc / d/b/a Momentum Medical"
1368,3862657246,"Get In Line, Inc / d/b/a Momentum Medical"
1369,4075905058,"Get In Line, Inc / d/b/a Momentum Medical"
1370,6464216062,Gillian Katz M.D. PLLC
1371,2126823602,Gina Kam Wang MD LLP
1372,7244524453,GLADE RUN LUTHERAN SERVICES
1373,9856414898,"Global Medical Center, LLC"
1374,2039201444,"Gold Coast Plastic Surgery and Laser Center, LLC"
1375,4156661250,"Golden Gate Obstetrics and Gynecology, Inc."
1376,4156006000,"Golden Gate Obstetrics and Gynecology, Inc."
1377,4154767470,"Golden Gate Obstetrics and Gynecology, Inc."
1378,4166006000,"Golden Gate Obstetrics and Gynecology, Inc."
1379,2156288585,GOMBERG PSYCHIATRIC ASSOC
1380,7036630272,Goodness Health
1381,7205005488,Goodness Health
1382,7243398611,Gordon K. McClain DC
1383,3407198761,Graham Urological Center LLC
1384,3407767714,Graham Urological Center LLC
1385,3407786311,Graham Urological Center LLC
1386,3407786831,Graham Urological Center LLC
1387,2129828383,Gramercy Gynecology
1388,7164173204,"Grand Island Chiropractic, P.C."
1389,7162980368,"Grand Island Chiropractic, P.C."
1390,7166888815,"Grand Island Chiropractic, P.C."
1391,7165803244,"Grand Island Chiropractic, P.C."
1392,7166930556,"Grand Island Chiropractic, P.C."
1393,9196932141,Granville Vance District Health Department
1394,2524927915,Granville Vance District Health Department
1395,2677684700,GrayHawk Home Care (Rehncare PLLC)
1396,6105956000,GrayHawk Home Care (Rehncare PLLC)
1397,6102848100,GrayHawk Home Care (Rehncare PLLC)
1398,6103288700,GrayHawk Home Care (Rehncare PLLC)
1399,6106267700,GrayHawk Home Care (Rehncare PLLC)
1400,6104472000,GrayHawk Home Care (Rehncare PLLC)
1401,2677694724,GrayHawk Home Care (Rehncare PLLC)
1402,5166849535,Great Neck Medical Psychiatry Assoc. PC
1403,7704215271,"GREATER ATLANTA FAMILY COUNSELING, LLC"
1404,5162485107,"Gregory A Martocci DO, PC"
1405,2159473000,Gregory DeRusso LTD
1406,2153356000,Gregory DeRusso LTD
1407,2156124000,Gregory DeRusso LTD
1408,2158312000,Gregory DeRusso LTD
1409,2153337505,Gregory DeRusso LTD
1410,8143712577,"Gregory M. Martino, PhD"
1411,8143512577,"Gregory M. Martino, PhD"
1412,7249256360,Gregory S Hatalowich DPM
1413,7243264584,Gregory S Hatalowich DPM
1414,7246268112,Gregory S Hatalowich DPM
1415,7247368880,Gregory S Hatalowich DPM
1416,7246267473,Gregory S Hatalowich DPM
1417,7247360550,Gregory S Hatalowich DPM
1418,7245290340,Gregory S Hatalowich DPM
1419,7245931115,Gregory S Hatalowich DPM
1420,7244387117,Gregory S Hatalowich DPM
1421,7244399111,Gregory S Hatalowich DPM
1422,7245932461,Gregory S Hatalowich DPM
1423,7244381979,Gregory S Hatalowich DPM
1424,7244395700,Gregory S Hatalowich DPM
1425,7248364424,Gregory S Hatalowich DPM
1426,7248875287,Gregory S Hatalowich DPM
1427,7246774789,Gregory S Hatalowich DPM
1428,7246281500,Gregory S Hatalowich DPM
1429,7244373317,Gregory S Hatalowich DPM
1430,7245640352,Gregory S Hatalowich DPM
1431,7244395465,Gregory S Hatalowich DPM
1432,7242583000,Gregory S Hatalowich DPM
1433,7248328400,Gregory S Hatalowich DPM
1434,7244553612,Gregory S Hatalowich DPM
1435,7245933555,Gregory S Hatalowich DPM
1436,7245471890,Gregory S Hatalowich DPM
1437,7248377100,Gregory S Hatalowich DPM
1438,7242457701,Gregory S Hatalowich DPM
1439,7246288559,Gregory S Hatalowich DPM
1440,7246284060,Gregory S Hatalowich DPM
1441,7248870100,Gregory S Hatalowich DPM
1442,7249256687,Gregory S Hatalowich DPM
1443,7244371880,Gregory S Hatalowich DPM
1444,7248507997,Gregory S Hatalowich DPM
1445,7248723000,Gregory S Hatalowich DPM
1446,6603594196,Grundy County Health Department
1447,9706413244,Gunnison County Health and Human Services
1448,2019960232,Hackensack Sleep Institute LLC
1449,2019960232,Hackensack Sleep Pulmonary Center
1450,2018337260,Hackensack Sleep Pulmonary Center
1451,2018808531,Hackensack Sleep Pulmonary Center
1452,2018943000,Hackensack Sleep Pulmonary Center
1453,2013831035,Hackensack Sleep Pulmonary Center
1454,2014874900,Hackensack Sleep Pulmonary Center
1455,2016617500,Hackensack Sleep Pulmonary Center
1456,7186045402,Hameed PC 
1457,7189535700,Hameed PC 
1458,2018204020,"HANDWORKS, LLC"
1459,8775018505,"HANDWORKS, LLC"
1460,2154679496,HARRIS GRATZ DO
1461,8569837200,HARRIS L. KLEAR
1462,8567227000,HARRIS L. KLEAR
1463,8564610467,HARRIS L. KLEAR
1464,6092393900,HARRIS L. KLEAR
1465,6604256324,Harrison County Health Department
1466,7242263507,Harrison Hills Chiropractic & Wellness Center
1467,6099899125,Harry Mondestin MD
1468,6093034244,Harry Mondestin MD
1469,8606958780,Hartford Public School SBHC Program
1470,8606951371,Hartford Public School SBHC Program
1471,8063223599,Haven Health Clinics
1472,8085246115,Hawaii Cancer Care
1473,8085392273,Hawaii Cancer Care
1474,9734239100,"HAWTHORNE PAIN AND SPINE CENTER, LLC"
1475,2015859921,"HAWTHORNE PAIN AND SPINE CENTER, LLC"
1476,8775018505,"HAWTHORNE PAIN AND SPINE CENTER, LLC"
1477,9737824202,"HAWTHORNE PAIN AND SPINE CENTER, LLC"
1478,2018439441,"HAWTHORNE PAIN AND SPINE CENTER, LLC"
1479,9739496553,"HAWTHORNE PAIN AND SPINE CENTER, LLC"
1480,5123935520,Hays County Health Department
1481,8283562386,Haywood County HHSA
1482,8284526675,Haywood County HHSA
1483,9725662622,Head First Oncology
1484,9179747172,Health and Endurance Medical P.C.
1485,8453536100,Health and Endurance Medical P.C.
1486,6314754646,Health Edge Medical Care PLL
1487,2562407332,Health First Center LLC
1488,5612851155,Health Max
1489,4043664124,Healthfirst Rehab & Wellness
1490,6167807015,Healthy Heart Cardiology
1491,6163911774,Healthy Heart Cardiology
1492,6166433500,Healthy Heart Cardiology
1493,6162527200,Healthy Heart Cardiology
1494,2123901020,"Heart Rhythm Associates of NY, PLLC"
1495,7188037230,"Heart Rhythm Associates of NY, PLLC"
1496,2125939800,"Heart Rhythm Associates of NY, PLLC"
1497,2124342000,"Heart Rhythm Associates of NY, PLLC"
1498,2125234000,"Heart Rhythm Associates of NY, PLLC"
1499,7182066000,"Heart Rhythm Associates of NY, PLLC"
1500,2127512100,"Heart Rhythm Associates of NY, PLLC"
1501,7186702000,"Heart Rhythm Associates of NY, PLLC"
1502,7186705000,"Heart Rhythm Associates of NY, PLLC"
1503,5165623064,"Heart Rhythm Associates of NY, PLLC"
1504,7189611722,"Heart Rhythm Associates of NY, PLLC"
1505,9547075200,Heart Rhythm Solutions
1506,3053963858,Heart Rhythm Solutions
1507,9542765401,Heart Rhythm Solutions
1508,9549629650,Heart Rhythm Solutions
1509,9547356000,Heart Rhythm Solutions
1510,9544736600,Heart Rhythm Solutions
1511,9543554400,Heart Rhythm Solutions
1512,3056827000,Heart Rhythm Solutions
1513,9549224222,Heart Rhythm Solutions
1514,9549664500,Heart Rhythm Solutions
1515,3056511100,Heart Rhythm Solutions
1516,8766849989,Heart Smart Centre
1517,8766192200,Heart Smart Centre
1518,5592245003,"HEART, ARTERY, AND VEIN CENTER OF FRESNO"
1519,8147687687,HEATHER M WINKLER
1520,2016066006,"HELLER FAMILY CHIROPRACTIC, PC"
1521,8775018505,"HELLER FAMILY CHIROPRACTIC, PC"
1522,2016066006,"HELLER FAMILY CHIROPRACTIC, PC "
1523,8775018505,"HELLER FAMILY CHIROPRACTIC, PC "
1524,7877510373,Hematology Oncology Care Group
1525,7877586225,"Hematology Oncology Health Services, PC"
1526,7148351800,HEMATOLOGY ONCOLOGY MEDICAL GROUP OF ORANGE COUNTY
1527,8705341188,Hematology/Oncology Assoc.
1528,5016642174,Hematology/Oncology Assoc.
1529,8705417100,Hematology/Oncology Assoc.
1530,5015523000,Hematology/Oncology Assoc.
1531,8286924223,Henderson County Department of Public Health
1532,2126775555,"Hennessey Dermatology, LLC"
1533,6315376020,"Hennessey Dermatology, LLC"
1534,6608858193,Henry County Health Center
1535,2814948333,"Henry T. Pham, M.D."
1536,2812746670,"Henry T. Pham, M.D."
1537,2817255000,"Henry T. Pham, M.D."
1538,2018332888,"HERITAGE GENERAL AND COLORECTAL SURGERY, PA"
1539,2017811530,"HERITAGE GENERAL AND COLORECTAL SURGERY, PA"
1540,2018332888,HERITAGE LAPAROSCOPY ACUTE CARE SURGERY PC
1541,2017811530,HERITAGE LAPAROSCOPY ACUTE CARE SURGERY PC
1542,2015018500,HERITAGE LAPAROSCOPY ACUTE CARE SURGERY PC
1543,2018332888,HERITAGE SURGICAL GROUP LLC
1544,2017811530,HERITAGE SURGICAL GROUP LLC
1545,4177452138,Hickory County Health Department
1546,4692510711,Higher Ground House Calls
1547,2404226374,Higher Ground House Calls
1548,9729662525,Highland Village Primary Care
1549,4177350055,Hines Street Pharmacy 2 LLC  dba Hines Street Health Services
1550,7187324050,Hirschfeld Oncology
1551,9108753717,Hoke County Health Department
1552,2157961700,HOLISTIC FAMILY MEDICINE
1553,6604462909,Holt County Health Department
1554,8004031010,Home Medix
1555,8889766679,"Home Sleep & Respiratory Care, LLC"
1556,2019671111,HomeSleep LLC
1557,8884258988,HomeSleep LLC
1558,2122538833,"Hon-Ming Eng, MD"
1559,3866995007,Hoover Family Medicine
1560,6305600121,Hope & Healing Cancer Services
1561,5207716702,Hope of Life
1562,8653664070,Horizon Clinicians DBA Hope Medical Clinic
1563,7709858001,"Horizons Healthcare, LLC"
1564,7703680292,"Horizons Healthcare, LLC"
1565,7703817733,"Horizons Healthcare, LLC"
1566,6785228421,"Horizons Healthcare, LLC"
1567,7709634837,"Horizons Healthcare, LLC"
1568,7709789595,"Horizons Healthcare, LLC"
1569,7709859996,"Horizons Healthcare, LLC"
1570,7704694353,"Horizons Healthcare, LLC"
1571,6783441104,"Horizons Healthcare, LLC"
1572,7703380071,"Horizons Healthcare, LLC"
1573,7707864688,"Horizons Healthcare, LLC"
1574,7707178588,"Horizons Healthcare, LLC"
1575,6783762604,"Horizons Healthcare, LLC"
1576,4045691150,"Horizons Healthcare, LLC"
1577,7707614888,"Horizons Healthcare, LLC"
1578,7709221654,"Horizons Healthcare, LLC"
1579,7709828011,"Horizons Healthcare, LLC"
1580,7709639934,"Horizons Healthcare, LLC"
1581,7709627777,"Horizons Healthcare, LLC"
1582,7705739096,"Horizons Healthcare, LLC"
1583,7702677902,"Horizons Healthcare, LLC"
1584,6786151478,"Horizons Healthcare, LLC"
1585,4042479960,"Horizons Healthcare, LLC"
1586,7709233100,"Horizons Healthcare, LLC"
1587,7708425439,"Horizons Healthcare, LLC"
1588,7065499800,"Horizons Healthcare, LLC"
1589,7063871138,"Horizons Healthcare, LLC"
1590,6789904580,"Horizons Healthcare, LLC"
1591,3053011126,"Horizons Healthcare, LLC"
1592,6786913676,"Horizons Healthcare, LLC"
1593,7706767109,"Horizons Healthcare, LLC"
1594,7709783824,"Horizons Healthcare, LLC"
1595,6783447318,"Horizons Healthcare, LLC"
1596,7707366643,"Horizons Healthcare, LLC"
1597,6786918188,"Horizons Healthcare, LLC"
1598,4042996600,"Horizons Healthcare, LLC"
1599,6783778191,"Horizons Healthcare, LLC"
1600,7702677050,"Horizons Healthcare, LLC"
1601,4048617489,"Horizons Healthcare, LLC"
1602,7709858602,"Horizons Healthcare, LLC"
1603,7708674256,"Horizons Healthcare, LLC"
1604,7705546100,"Horizons Healthcare, LLC"
1605,6786357228,"Horizons Healthcare, LLC"
1606,6786358477,"Horizons Healthcare, LLC"
1607,7709938040,"Horizons Healthcare, LLC"
1608,6784962319,"Horizons Healthcare, LLC"
1609,7704690416,"Horizons Healthcare, LLC"
1610,7702666056,"Horizons Healthcare, LLC"
1611,7706740747,"Horizons Healthcare, LLC"
1612,4703634234,"Horizons Healthcare, LLC"
1613,6786357510,"Horizons Healthcare, LLC"
1614,4049330758,"Horizons Healthcare, LLC"
1615,4705453897,"Horizons Healthcare, LLC"
1616,7702667489,"Horizons Healthcare, LLC"
1617,6783369286,"Horizons Healthcare, LLC"
1618,7704698800,"Horizons Healthcare, LLC"
1619,7704509375,"Horizons Healthcare, LLC"
1620,7706836833,"Horizons Healthcare, LLC"
1621,7709693130,"Horizons Healthcare, LLC"
1622,7706325823,"Horizons Healthcare, LLC"
1623,7708758987,"Horizons Healthcare, LLC"
1624,6785529867,"Horizons Healthcare, LLC"
1625,4046338875,"Horizons Healthcare, LLC"
1626,7709634673,"Horizons Healthcare, LLC"
1627,7702375018,"Horizons Healthcare, LLC"
1628,7709836847,"Horizons Healthcare, LLC"
1629,7704469586,"Horizons Healthcare, LLC"
1630,4048071444,"Horizons Healthcare, LLC"
1631,6786918922,"Horizons Healthcare, LLC"
1632,4049333776,"Horizons Healthcare, LLC"
1633,4042981139,"Horizons Healthcare, LLC"
1634,7704160502,"Horizons Healthcare, LLC"
1635,4043776111,"Horizons Healthcare, LLC"
1636,6786358144,"Horizons Healthcare, LLC"
1637,7702077250,"Horizons Healthcare, LLC"
1638,7702368333,"Horizons Healthcare, LLC"
1639,7709721626,"Horizons Healthcare, LLC"
1640,7704662273,"Horizons Healthcare, LLC"
1641,7706230617,"Horizons Healthcare, LLC"
1642,7705593598,"Horizons Healthcare, LLC"
1643,7707975664,"Horizons Healthcare, LLC"
1644,7702854947,"Horizons Healthcare, LLC"
1645,7702976900,"Horizons Healthcare, LLC"
1646,7709780791,"Horizons Healthcare, LLC"
1647,6789263829,"Horizons Healthcare, LLC"
1648,6783193000,"Horizons Healthcare, LLC"
1649,7702323008,"Horizons Healthcare, LLC"
1650,6783954136,"Horizons Healthcare, LLC"
1651,7706611759,"Horizons Healthcare, LLC"
1652,4044966794,"Horizons Healthcare, LLC"
1653,2154438585,Horsham Chiropractic
1654,2032649616,Housatonic Valley Health District
1655,3096426705,House Call Inc
1656,3093572811,House Call Inc
1657,3104000645,House Medicine 
1658,3109008900,House Medicine 
1659,2134847111,House Medicine 
1660,9517883636,House Medicine 
1661,7134649559,"Houston Cancer Institute, PA"
1662,7139739844,"Houston Cancer Institute, PA"
1663,7139487000,"Houston Cancer Institute, PA"
1664,2813322511,"Houston Cancer Institute, PA"
1665,2814402457,"Houston Cancer Institute, PA"
1666,7133592000,"Houston Cancer Institute, PA"
1667,7134643343,"Houston Cancer Institute, PA"
1668,7133384191,"Houston Cancer Institute, PA"
1669,2816447000,"Houston Cancer Institute, PA"
1670,7132423000,"Houston Cancer Institute, PA"
1671,7134135000,"Houston Cancer Institute, PA"
1672,2819296100,"Houston Cancer Institute, PA"
1673,7134565000,"Houston Cancer Institute, PA"
1674,2817255000,"Houston Cancer Institute, PA"
1675,2812747000,"Houston Cancer Institute, PA"
1676,8325221000,"Houston Cancer Institute, PA"
1677,2817371000,"Houston Cancer Institute, PA"
1678,2815583444,"Houston Cancer Institute, PA"
1679,7132392347,Houston Medical Consultants PA
1680,7133303887,Houston Medical Consultants PA
1681,8322308839,Houston Medical Consultants PA
1682,2818372288,Houston Medical Consultants PA
1683,7133591000,Houston Medical Consultants PA
1684,2489055091,Houston Medical Consultants PA
1685,2815791717,Houston Medical Consultants PA
1686,8328792942,Houston Medical Consultants PA
1687,7139487000,Houston Medical Consultants PA
1688,2815583444,Houston Medical Consultants PA
1689,2819779800,Houston Medical Consultants PA
1690,4103137500,Howard County Health Department
1691,4103137381,Howard County Health Department
1692,4103130390,Howard County Health Department
1693,4172567078,Howell County Health Department
1694,9548832500,Humanity Medical Center
1695,9549006656,Humanity Medical Center
1696,9088064570,Hunterdon County Department of Health
1697,7188960105,I and G Pediatrics
1698,8473581500,I Realiza Medical SC dba Jorie Weight Loss Center
1699,2128973757,"Ian A. Lentnek, MD"
1700,9705639388,"IGNACIO FAMILY MEDICINE, INC."
1701,8282622185,IHHS Interprofessional Clinic
